path,random_path,p_1,p_1_angles,p_1_nfev
graphs/main/all_4/graph_0/0.gml,graphs/main/all_4/graph_0/0.gml,1.0,[-4.71238898  1.57079633  4.71238898 -5.49778714  0.78539816 -0.78539816 -3.14159265],8
graphs/main/all_4/graph_1/1.gml,graphs/main/all_4/graph_1/1.gml,0.8333333333318572,[-0.6283194   1.57079633  1.57079633  0.47124057 -2.35619451 -0.78539816  3.14159265],40
graphs/main/all_4/graph_2/2.gml,graphs/main/all_4/graph_2/2.gml,0.9999999999955662,[-1.70415466 -1.57079633  1.57079631  0.64981515 -0.26956085 -2.35619451 -0.78539819  3.14159265],45
graphs/main/all_4/graph_3/3.gml,graphs/main/all_4/graph_3/3.gml,0.75,[-0.          1.57079633  1.57079633  1.57079633 -2.35619449 -0.         -2.35619449 -0.        ],9
graphs/main/all_4/graph_4/4.gml,graphs/main/all_4/graph_4/4.gml,1.0,[ 1.57079633 -3.14159265  1.57079633  3.14159265 -1.57079633  0.78539816 -2.35619449 -1.57079633  2.35619449],10
graphs/main/all_4/graph_5/5.gml,graphs/main/all_4/graph_5/5.gml,0.9999999999999997,[ 1.57079633e+00 -8.83958270e-01  2.25763437e+00 -1.19846863e-08  3.14159265e+00  1.57079632e+00 -3.14159264e+00  2.35619449e+00 -2.07363797e+00 -5.02841641e-01],66
