path,random_path,p_1,p_1_angles,p_1_nfev
graphs/main/all_8/graph_0/0.gml,graphs/main/all_8/graph_0/0.gml,0.5063134527207062,[ 5.49778714 -5.49778714  0.78539816  2.35619449 -0.78539816  3.92699082 -0.78539816  3.92699082  2.35619449 -4.71238898  3.92699082  1.57079633  1.57079633  0.78539816 -0.78539816],1
graphs/main/all_8/graph_1/1.gml,graphs/main/all_8/graph_1/1.gml,0.517857143604222,[ 1.57079633  5.49778714  3.14159265  0.78539816  2.35619449  1.57079633 -0.78539816 -2.35619449 -6.28318531  3.92699082 -1.57079633 -1.57079633  5.49778714 -2.35619449 -0.78539816],1
graphs/main/all_8/graph_10/10.gml,graphs/main/all_8/graph_10/10.gml,0.4999999992582364,[ 3.14159265 -4.71238898 -4.71238898  3.14159265  1.57079633  3.14159265  4.71238898 -5.49778714  5.49778714  0.78539816 -5.49778714  5.49778714 -2.35619449 -2.35619449  4.71238898 -0.78539816],1
graphs/main/all_8/graph_100/100.gml,graphs/main/all_8/graph_100/100.gml,0.5392837107390391,[ 1.57079633 -0.78539816 -6.28318531  4.71238898  2.35619449  1.57079633  5.49778714  4.71238898 -3.92699082  5.49778714  3.92699082  0.          1.57079633  1.57079633  5.49778714 -6.28318531  0.        ],1
graphs/main/all_8/graph_1000/1000.gml,graphs/main/all_8/graph_1000/1000.gml,0.5625000008829969,[ 4.71238898 -4.71238898 -6.28318531  5.49778714 -3.92699082  0.         -0.78539816  1.57079633 -3.14159265 -6.28318531 -6.28318531  5.49778714 -2.35619449  3.14159265 -2.35619449 -3.92699082  3.14159265 -6.28318531],1
graphs/main/all_8/graph_10000/10000.gml,graphs/main/all_8/graph_10000/10000.gml,0.628982822596017,[-5.49778714 -6.28318531 -1.57079633  2.35619449 -3.14159265 -2.35619449  5.49778714 -5.49778714 -5.49778714  2.35619449 -0.78539816 -1.57079633 -6.28318531 -2.35619449 -2.35619449  2.35619449  0.          1.57079633 -4.71238898 -4.71238898  3.14159265 -5.49778714 -2.35619449 -0.78539816],1
graphs/main/all_8/graph_10001/10001.gml,graphs/main/all_8/graph_10001/10001.gml,0.6906579530692283,[ 1.57079633 -4.71238898  0.78539816  1.57079633 -6.28318531 -1.57079633 -0.78539816  2.35619449  2.35619449 -2.35619449  5.49778714 -4.71238898 -0.78539816  3.92699082  0.          1.57079633  0.78539816 -0.78539816 -2.35619449  3.92699082  0.         -0.78539816  2.35619449 -1.57079633  0.        ],1
graphs/main/all_8/graph_10002/10002.gml,graphs/main/all_8/graph_10002/10002.gml,0.6221837189831874,[ 1.57079633 -0.78539816 -2.35619449 -2.35619449  3.14159265 -2.35619449 -0.78539816 -0.78539816  0.         -1.57079633 -0.78539816  4.71238898  4.71238898 -2.35619449 -1.57079633 -1.57079633  3.92699082 -3.14159265  0.          2.35619449  3.14159265 -0.78539816  0.78539816  2.35619449],1
graphs/main/all_8/graph_10003/10003.gml,graphs/main/all_8/graph_10003/10003.gml,0.6666666665250728,[-0.78539816 -2.35619449 -6.28318531 -3.92699082  3.14159265  3.14159265 -2.35619449  1.57079633 -2.35619449 -2.35619449 -6.28318531  0.         -6.28318531 -0.78539816 -1.57079633  4.71238898 -3.92699082 -6.28318531 -3.92699082 -6.28318531 -2.35619449 -5.49778714 -1.57079633  0.        ],1
graphs/main/all_8/graph_10004/10004.gml,graphs/main/all_8/graph_10004/10004.gml,0.6250000001762851,[ 3.14159265 -3.14159265  5.49778714 -0.78539816 -3.14159265  1.57079633 -4.71238898  5.49778714  1.57079633 -1.57079633 -3.92699082  1.57079633  3.92699082 -0.78539816 -3.92699082 -1.57079633 -6.28318531  0.78539816 -1.57079633 -0.78539816 -2.35619449  2.35619449 -3.92699082  3.92699082  0.        ],1
graphs/main/all_8/graph_10005/10005.gml,graphs/main/all_8/graph_10005/10005.gml,0.7377961160517824,[ 3.92699082 -0.78539816 -6.28318531  0.78539816 -4.71238898 -6.28318531  5.49778714  3.92699082  2.35619449 -0.78539816 -2.35619449  1.57079633 -6.28318531 -3.92699082 -5.49778714 -6.28318531  5.49778714  2.35619449  0.78539816 -3.14159265 -3.14159265 -1.57079633 -1.57079633 -6.28318531],1
