path,random_path,p_1,p_1_angles,p_1_nfev
graphs/main/all_8/graph_0/0.gml,graphs/main/all_8/graph_0/0.gml,0.4285714301896567,[ 1.57079633  1.57079633  2.35619449 -2.35619449 -0.78539816  1.57079633 -1.57079633 -0.         -2.35619449  1.57079633 -0.         -1.57079633  3.14159265 -1.57079633 -1.57079633],1
graphs/main/all_8/graph_1/1.gml,graphs/main/all_8/graph_1/1.gml,0.6010152547706407,[-1.57079633 -0.78539816  0.         -2.35619449  1.57079633  0.          0.78539816  0.78539816 -3.14159265 -2.35619449  1.57079633  0.78539816  0.         -1.57079633  1.57079633],1
graphs/main/all_8/graph_10/10.gml,graphs/main/all_8/graph_10/10.gml,0.4999999999326495,[ 1.57079633  1.57079633 -1.57079633 -3.14159265  1.57079633  0.78539816 -1.57079633 -1.57079633  0.78539816 -2.35619449 -0.78539816 -1.57079633  1.57079633 -0.          0.          3.14159265],1
graphs/main/all_8/graph_100/100.gml,graphs/main/all_8/graph_100/100.gml,0.5833333336999786,[ 1.57079633 -0.78539816  1.57079633  1.57079633 -0.78539816  0.78539816  3.14159265  0.78539816  0.         -1.57079633 -2.35619449 -2.35619449 -1.57079633 -3.14159265  2.35619449 -3.14159265 -2.35619449],1
graphs/main/all_8/graph_1000/1000.gml,graphs/main/all_8/graph_1000/1000.gml,0.700444173664938,[ 1.57079633  0.78539816  0.78539816  1.57079633 -0.          0.78539816  0.78539816  0.78539816 -0.78539816 -3.14159265  3.14159265 -0.         -0.78539816  1.57079633  0.78539816 -2.35619449 -2.35619449 -3.14159265],1
graphs/main/all_8/graph_10000/10000.gml,graphs/main/all_8/graph_10000/10000.gml,0.6538461541222917,[ 1.57079633 -0.          1.57079633  1.57079633 -3.14159265 -0.          3.14159265  1.57079633  3.14159265 -1.57079633 -0.         -2.35619449  1.57079633  1.57079633  2.35619449  0.78539816 -1.57079633  3.14159265 -1.57079633  0.78539816 -0.78539816 -0.78539816 -0.         -3.14159265],1
graphs/main/all_8/graph_10001/10001.gml,graphs/main/all_8/graph_10001/10001.gml,0.6346153847822416,[-2.35619449  1.57079633 -2.35619449 -0.          0.78539816  0.78539816  3.14159265  0.         -1.57079633 -2.35619449  0.          1.57079633  1.57079633  1.57079633 -1.57079633 -1.57079633 -1.57079633  0.         -3.14159265  0.78539816 -2.35619449  2.35619449 -0.78539816  3.14159265 -0.78539816],1
graphs/main/all_8/graph_10002/10002.gml,graphs/main/all_8/graph_10002/10002.gml,0.6618117990532564,[ 1.57079633  2.35619449  1.57079633  2.35619449  2.35619449  0.78539816  0.78539816 -2.35619449 -1.57079633 -0.         -2.35619449 -0.78539816  3.14159265 -2.35619449 -1.57079633 -2.35619449  1.57079633  1.57079633 -1.57079633  2.35619449 -0.78539816  0.78539816 -1.57079633 -1.57079633],1
graphs/main/all_8/graph_10003/10003.gml,graphs/main/all_8/graph_10003/10003.gml,0.5686019424668305,[-1.57079633  1.57079633 -0.         -1.57079633  1.57079633 -0.          2.35619449  0.78539816  0.          0.78539816 -0.         -0.78539816 -2.35619449 -3.14159265 -0.78539816 -3.14159265 -1.57079633  0.78539816  0.         -1.57079633  0.78539816 -0.78539816  0.78539816 -3.14159265],1
graphs/main/all_8/graph_10004/10004.gml,graphs/main/all_8/graph_10004/10004.gml,0.6923076923964483,[ 3.14159265 -2.35619449  2.35619449 -3.14159265 -0.         -1.57079633  0.78539816 -0.78539816 -2.35619449 -1.57079633 -1.57079633 -2.35619449 -1.57079633 -1.57079633 -0.78539816  0.78539816  1.57079633 -0.78539816  2.35619449  0.78539816  2.35619449  1.57079633  3.14159265  1.57079633 -1.57079633],1
