graph_num,C,p_1,beta_0,gamma_0
206,10.0,0.6402731068556866,-1.96349541,-0.89095841
207,11.0,0.7317406935493561,-0.39269909,-0.89095842
208,11.0,0.6603121221207847,1.9634954,0.89095843
209,11.0,0.7317406935493561,2.74889357,-0.89095841
210,11.0,0.7027731068556866,-1.17809725,0.89095842
211,12.0,0.6402731068556866,-2.74889358,0.89095841
212,12.0,0.7027731068556866,2.7488935771795866,-0.89095843
213,11.0,0.7652731068556866,-2.74889357,0.89095843
214,12.0,0.7317406935493561,-1.17809725,0.8909584
215,12.0,0.7027731068556866,-1.96349541,-0.8909584
216,14.0,0.7027731068556866,1.17809724,-0.8909584
217,13.0,0.6402731068556866,-2.7488935771795866,0.89095842
218,11.0,0.7027731068556866,0.39269907,0.89095841
219,13.0,0.7652731068556866,1.17809724,-0.89095841
220,12.0,0.6246872060939437,1.17809724,-0.89095843
221,12.0,0.6802427616494993,1.9634954,0.89095841
222,14.0,0.7357983172050547,-1.96349541,-0.89095841
223,10.0,0.5625,2.21170561,1.62492863
224,11.0,0.6436898816047911,-1.96349541,-1.04719755
225,10.0,0.7419650728517304,-2.79594021,0.68610677
226,8.0,0.6794650728517303,-0.34565245282041324,-0.6861067528204134
227,9.0,0.7419650728517302,1.91644878,0.68610675
228,10.0,0.8044650728517304,0.34565245,0.6861067800000001
229,9.0,0.6436898816047911,-1.9634954,-1.04719754
230,9.0,0.7419650728517303,1.91644878,0.68610675
231,11.0,0.6595245092015378,1.91644877,0.6861067800000001
232,10.0,0.6794650728517302,2.7959402,-0.68610675
233,9.0,0.7419650728517303,2.79594019,-0.6861067800000001
234,9.0,0.7150800647570936,-1.91644878,-0.68610677
235,10.0,0.6595245092015382,1.22514388,-0.68610679
236,11.0,0.7150800647570936,-2.7959402,0.68610677
237,10.0,0.7706356203126492,-1.91644878,-0.68610677
238,10.0,0.5714285714285714,0.08807356000000001,2.35511838
239,9.0,0.7255995562887975,-1.96349541,-0.8563570600000001
240,10.0,0.7880995562887975,1.9634954,0.85635705
241,11.0,0.5714285714285714,0.24721614,-2.08366574
242,10.0,0.5811898816047911,-1.96349541,-1.04719755
243,10.0,0.6436898816047911,2.74889356,-1.04719756
244,11.0,0.7255995562887976,0.39269908717958685,0.8563570484612406
245,11.0,0.7880995562887975,2.7488935671795867,-0.85635705
246,11.0,0.64497738336782,1.9634954,0.8563570600000001
247,11.0,0.7005329389233755,-1.96349542,-0.8563570600000001
248,11.0,0.7005329389233755,0.39269908,0.85635705
249,11.0,0.7560884944789311,2.74889357,-0.8563570600000001
250,11.0,0.6436898816047911,0.39269908,1.04719756
251,9.0,0.7255995562887975,-1.96349541,-0.85635705
252,11.0,0.7880995562887975,-1.17809725,0.85635707
253,10.0,0.6449773833678201,2.74889357,-0.8563570600000001
254,11.0,0.7005329389233755,0.39269908,0.85635705
255,11.0,0.7005329389233755,-2.74889357,0.8563570600000001
256,11.0,0.7560884944789311,-1.17809724,0.85635707
257,11.0,0.6436898816047911,2.7488935671795867,-1.047197537179586
258,12.0,0.7255995562887975,1.1780972443591726,-0.8563570617958642
259,10.0,0.7880995562887974,-1.17809725,0.85635707
260,10.0,0.64497738336782,2.74889357,-0.85635704
261,10.0,0.7005329389233756,-1.96349541,-0.85635704
262,9.0,0.7005329389233756,-0.39269908,-0.85635705
263,8.0,0.7560884944789311,-2.74889357,0.85635704
264,9.0,0.6304796450310379,1.17809724,-0.85635704
265,9.0,0.680479645031038,-0.39269909,-0.8563570600000001
266,10.0,0.680479645031038,2.74889357,-0.85635707
267,11.0,0.730479645031038,1.96349541,0.8563570600000001
268,11.0,0.7686898816047911,2.74889357,-1.04719754
269,10.0,0.6277243392042587,1.96349541,1.04719752
270,9.0,0.6832798947598143,1.96349541,1.047197547179586
271,10.0,0.7363595490678878,1.21367702,-0.6989873100000001
272,10.0,0.7919151046234434,1.21367702,-0.6989873100000001
273,10.0,0.6832798947598143,2.74889357,-1.04719754
274,10.0,0.6277243392042587,-1.9634954171795862,-1.04719756
275,10.0,0.6832798947598143,2.74889357,-1.04719758
276,11.0,0.662723594161099,-1.21367702,0.6989873100000001
277,10.0,0.7127235941610992,2.78447335,-0.6989872971795867
278,10.0,0.6832798947598143,-0.39269908,-1.047197547179586
279,9.0,0.6277243392042587,-2.7488935771795866,1.04719757
280,10.0,0.6832798947598143,-0.39269908,-1.04719754
281,10.0,0.7363595490678878,0.35711931,0.69898729
282,10.0,0.7919151046234434,0.3571193,0.6989873
283,10.0,0.662723594161099,-0.35711931,-0.6989873
284,10.0,0.7127235941610991,1.92791563,0.6989873
285,10.0,0.7127235941610991,2.78447334,-0.6989873200000001
286,10.0,0.762723594161099,-1.21367702,0.6989873100000001
287,11.0,0.5649519052838329,2.74889358,-1.04719755
288,11.0,0.6149519052838329,-2.7488935771795866,1.04719753
289,11.0,0.6963129475166638,-1.17809725,0.84484371
290,11.0,0.7463129475166637,-1.96349541,-0.84484373
291,11.0,0.5649519052838329,-0.39269909,-1.04719753
292,12.0,0.6149519052838329,-2.7488935771795866,1.04719755
293,12.0,0.6963129475166638,-0.39269908,-0.84484369
294,9.0,0.7463129475166638,2.74889358,-0.8448437199999999
295,10.0,0.6277243392042587,1.17809725,-1.04719756
296,10.0,0.6832798947598143,-0.39269908,-1.04719753
297,11.0,0.5649519052838329,1.17809724,-1.04719758
298,11.0,0.6149519052838329,1.17809724,-1.04719757
299,12.0,0.6963129475166637,-1.17809725,0.8448437199999999
300,11.0,0.7463129475166639,-0.39269908,-0.84484371
301,11.0,0.6330117704696945,-1.17809725,0.8448437
302,11.0,0.6784663159242398,-1.17809725,0.8448437199999999
303,10.0,0.6784663159242398,0.39269908,0.84484373
304,10.0,0.7239208613787853,-0.39269908,-0.84484371
305,10.0,0.6649519052838329,1.96349541,1.04719752
306,10.0,0.7149519052838329,-2.74889358,1.0471975571795868
307,11.0,0.6045017320762117,0.39269909,1.04719756
308,11.0,0.6499562775307571,-2.74889358,1.04719754
309,12.0,0.6649519052838329,-1.9634954,-1.04719754
310,10.0,0.7149519052838329,1.96349541,1.0471975771795867
311,11.0,0.6045017320762117,-1.9634954,-1.04719754
312,11.0,0.6499562775307571,-1.17809725,1.0471975571795868
313,11.0,0.708787577266812,2.77673071,-0.71118803
314,12.0,0.7542421227213573,-1.93565827,-0.71118805
315,11.0,0.625,-2.74889358,0.78539817
316,11.0,0.6875,-1.96349541,-0.7853981599999998
317,12.0,0.6111111111111112,2.7488935671795867,-0.7853981571795867
318,11.0,0.6666666666666666,1.96349541,-2.35619449
319,11.0,0.7222222222222222,-2.74889358,-2.356194487179587
320,11.0,0.637456547729173,0.31085225,0.57127754
321,11.0,0.6546386161953198,2.8307404,-0.5712775200000001
322,11.0,0.7171386161953198,1.88164858,0.5712775200000001
323,11.0,0.6930121032847287,-1.88164858,-0.5712775200000001
324,12.0,0.637456547729173,-2.8307404071795865,0.57127751
325,11.0,0.6930121032847287,-1.25994408,0.5712775200000001
326,12.0,0.7485676588402843,-1.88164858,-0.5712775200000001
327,12.0,0.5,-1.54036917,-1.78323828
328,11.0,0.7116006689837115,-2.74889358,0.7658993699999999
329,11.0,0.688089483541077,-2.7488935771795866,0.7658993671795866
330,11.0,0.7116006689837115,-2.74889358,0.76589938
331,11.0,0.688089483541077,-1.17809725,0.7658993699999999
332,11.0,0.6325339279855214,-1.17809725,0.7658993699999999
333,12.0,0.688089483541077,-0.39269908,-0.7658993699999999
334,11.0,0.688089483541077,-1.17809725,0.7658993671795866
335,12.0,0.7436450390966326,1.17809724,-0.76589935
336,11.0,0.6325339279855214,-2.7488935771795866,0.7658993699999999
337,12.0,0.688089483541077,1.17809724,-0.7658993699999999
338,12.0,0.688089483541077,1.96349542,0.7658993699999999
339,12.0,0.7436450390966325,1.9634954,0.76589935
340,12.0,0.6192805351869693,-2.74889358,0.7658993699999999
341,13.0,0.6692805351869693,-2.74889357,0.76589936
342,12.0,0.6692805351869693,-1.96349541,-0.7658993699999999
343,12.0,0.7192805351869693,2.74889357,-0.76589938
344,13.0,0.7141493021262922,2.81514135,-0.59866522
345,12.0,0.7697048576818477,-2.8151413471795865,0.59866522
346,12.0,0.6277243392042587,1.17809724,-1.04719756
347,13.0,0.6832798947598143,-1.96349541,-1.04719755
348,14.0,0.7141493021262921,-1.89724763,-0.59866522
349,9.0,0.7697048576818477,2.81514135,-0.59866522
350,10.0,0.642734371913663,0.32645131,0.59866523
351,11.0,0.6927343719136629,2.81514135,-0.59866522
352,11.0,0.6927343719136629,2.81514134,-0.59866522
353,11.0,0.742734371913663,-2.81514136,0.59866522
354,10.0,0.6855970848304935,-1.96349541,-0.75267671
355,11.0,0.7355970848304935,2.74889357,-0.75267667
356,12.0,0.5649519052838329,-2.7488935771795866,1.0471975428204139
357,10.0,0.6149519052838329,-1.17809724,1.04719757
358,10.0,0.6855970848304935,1.9634954,0.7526767
359,12.0,0.7355970848304935,-2.74889356,0.75267669
360,10.0,0.6232700771186305,-1.96349541,-0.7526767
361,11.0,0.668724622573176,0.39269908,0.7526767
362,12.0,0.6687246225731759,0.39269908,0.75267671
363,12.0,0.7141791680277213,1.9634954071795863,0.7526766784612412
364,13.0,0.6649519052838329,-0.39269908,-1.04719753
365,11.0,0.7149519052838329,-1.96349541,-1.04719758
366,12.0,0.6045017320762117,-1.17809725,1.04719756
367,12.0,0.6499562775307571,1.96349541,1.04719757
368,11.0,0.6910263791275936,2.8030089,-0.61646433
369,12.0,0.7364809245821391,2.80300891,-0.6164643500000001
370,11.0,0.5541265877365275,-0.39269909,-1.04719756
371,12.0,0.5957932544031941,-0.39269909,-1.04719756
372,11.0,0.6669641624192474,-1.17809725,0.75169253
373,12.0,0.708630829085914,0.39269908,0.75169252
374,12.0,0.6374599210698607,0.39269908,1.04719754
375,12.0,0.6791265877365275,1.96349541,1.04719755
376,12.0,0.625,0.50308233,-0.72897792
377,13.0,0.6462773978808584,0.39269907,0.95531665
378,13.0,0.625,2.74409105,-0.23595873
379,11.0,0.5,-2.22943999,-0.09136488
380,12.0,0.6462773978808584,-2.74889358,2.18627605
381,12.0,0.7767885394607362,0.39269908,0.82727163
382,11.0,0.6491096855146625,2.74889357,-0.8272716200000001
383,13.0,0.6991096855146626,-0.39269908,-0.8272716200000001
384,12.0,0.7491096855146626,-0.39269908,-0.8272716200000001
385,13.0,0.6462773978808584,0.39269909,2.18627603
386,13.0,0.625,2.43720903,-1.75353019
387,14.0,0.6462773978808584,-1.96349542,-2.1862760271795865
388,14.0,0.7767885394607362,-0.39269908,-0.82727164
389,12.0,0.6991096855146626,2.74889357,-0.82727163
390,12.0,0.6462773978808584,0.39269908,2.1862760071795866
391,13.0,0.7767885394607362,1.96349541,0.82727165
392,13.0,0.6491096855146625,-2.7488935771795866,0.82727163
393,13.0,0.6991096855146626,-2.7488935771795866,0.8272716200000001
394,12.0,0.7491096855146626,2.74889357,-0.82727165
395,12.0,0.6355542595587841,0.39269908,0.82727163
396,14.0,0.6810088050133296,1.9634954,0.82727163
397,14.0,0.7264633504678751,0.39269908,0.8272716200000001
398,13.0,0.6666666666666666,2.44274162,-2.30751883
399,14.0,0.6816496580927726,0.39269907,0.95531664
400,11.0,0.7818678809759868,-2.77558527,0.70922466
401,12.0,0.6666666666666666,1.34378285,0.31858029
402,13.0,0.6816496580927726,0.39269908,2.186276067179587
403,13.0,0.6,-0.77481293,-0.5773844000000001
404,13.0,0.6816496580927726,0.39269909,2.18627608
405,14.0,0.7818678809759869,1.9368037,0.70922466
406,12.0,0.6653344372508971,1.9368037,0.70922466
407,13.0,0.7107889827054426,1.20478894,-0.70922465
408,14.0,0.7562435281599881,-1.20478895,0.70922465
409,15.0,0.5555555555555556,2.09049646,-3.12309769
410,15.0,0.7652178449627806,-0.39269909,-0.7508187
411,16.0,0.5555555555555556,-1.80713398,2.38626876
412,7.0,0.6462773978808584,0.39269908,0.95531664
413,7.0,0.7652178449627807,2.74889357,-0.7508187
414,9.0,0.6386960604665026,0.39269908,0.7508187
415,9.0,0.6886960604665026,-0.39269909,-0.75081869
416,10.0,0.7386960604665026,-1.96349541,-0.75081869
417,8.0,0.6462773978808584,-2.7488935871795865,2.18627601
418,9.0,0.7652178449627808,-1.96349541,-0.7508187
419,9.0,0.6886960604665026,0.39269908,0.75081869
420,10.0,0.6386960604665026,1.17809724,-0.75081869
421,12.0,0.6886960604665026,2.74889357,-0.75081871
422,8.0,0.7386960604665026,-1.96349542,-0.7508187
423,8.0,0.6260873276968205,2.74889357,-0.7508187
424,8.0,0.6715418731513659,1.17809724,-0.75081869
425,8.0,0.7169964186059115,-2.74889357,0.7508187
426,8.0,0.6816496580927726,-2.74889357,2.18627608
427,9.0,0.762378088805278,1.91053711,0.62501537
428,9.0,0.6666666666666666,-0.45112952,2.02304427
429,9.0,0.6816496580927726,-0.39269908,-0.95531661
430,9.0,0.6816496580927726,1.9634954,2.186276
431,9.0,0.762378088805278,-1.23105555,0.62501536
432,9.0,0.6476164443684345,-1.91053711,-0.62501537
433,10.0,0.69307098982298,-2.80185187,0.62501537
434,11.0,0.7385255352775253,0.33974079,0.62501537
435,10.0,0.55,2.37690181,0.31363749
436,9.0,0.55,2.37690181,0.31363749
437,10.0,0.55,-2.37514112,-0.17499516
438,11.0,0.5742269619025205,-1.17809725,0.95531661
439,11.0,0.6196815073570661,-0.39269908,-2.18627605
440,8.0,0.6864533883101287,-2.7488935771795866,0.73933984
441,8.0,0.731907933764674,-2.74889357,0.73933984
442,9.0,0.55,2.04554364,-2.8478237
443,8.0,0.5742269619025205,2.74889357,-2.18627603
444,9.0,0.619681507357066,2.74889357,-0.95531665
445,10.0,0.6864533883101287,-0.39269908,-0.73933984
446,8.0,0.7319079337646741,-1.17809725,0.7393398300000001
447,10.0,0.55,-1.72202969,1.63589664
448,8.0,0.6816496580927727,1.17809725,-0.95531662
449,9.0,0.5742269619025205,1.17809724,-2.186276
450,10.0,0.6196815073570661,1.17809725,-0.95531662
451,10.0,0.6864533883101285,-1.96349541,-0.73933984
452,11.0,0.731907933764674,-1.96349542,-0.73933985
453,9.0,0.6292489392842845,-2.74889357,0.7393398300000001
454,10.0,0.6709156059509511,-1.9634954171795862,-0.7393398371795865
455,10.0,0.6709156059509511,-2.74889357,0.73933982
456,9.0,0.712582272617618,-2.74889358,0.7393398300000001
457,10.0,0.7105905982661569,-1.96349541,-2.18627602
458,9.0,0.7105905982661569,1.1780972471795865,-2.18627604
459,9.0,0.7105905982661569,-1.17809725,2.1862760371795864
460,10.0,0.6097080484106439,-0.39269908,-0.9553166
461,10.0,0.6513747150773105,-1.17809725,0.95531662
462,9.0,0.6917382440893473,-1.92081994,-0.6422419000000001
463,9.0,0.7334049107560139,-1.92081992,-0.6422419000000001
464,10.0,0.5,-2.26771547,1.67277609
465,10.0,0.6804428492467854,2.74889357,-0.69572086
466,10.0,0.6304428492467855,-2.74889357,0.6957208500000001
467,9.0,0.6804428492467854,-2.74889356,0.6957208500000001
468,10.0,0.7304428492467855,-1.17809725,0.69572086
469,10.0,0.6185844084061686,-0.39269909,-0.69572086
470,10.0,0.6640389538607141,0.39269908,0.69572086
471,10.0,0.7094934993152595,0.39269909,0.69572086
472,11.0,0.7467689143696296,1.2537723,2.59185969
473,11.0,0.6334262857905724,-1.2537723,0.54973297
474,10.0,0.6788808312451178,1.2537723,2.59185969
475,11.0,0.7243353766996633,1.88782035,-2.5918596771795865
476,11.0,0.6792298303403591,1.96349541,0.68742053
477,10.0,0.7246843757949045,-1.17809723,0.68742053
478,11.0,0.5742269619025205,2.7488935671795867,-0.95531663
479,11.0,0.619681507357066,1.96349541,2.18627606
480,9.0,0.6792298303403592,-2.7488935771795866,0.68742053
481,10.0,0.7246843757949046,1.96349541,0.68742055
482,11.0,0.6226273444786625,-1.17809725,0.68742053
483,11.0,0.6642940111453292,-1.17809725,0.68742052
484,10.0,0.6642940111453293,-0.39269908,-0.68742055
485,10.0,0.7059606778119959,-1.17809724,0.68742054
486,9.0,0.7105905982661569,-1.96349541,-2.18627604
487,10.0,0.6097080484106437,0.39269908,2.18627607
488,10.0,0.6513747150773105,-1.96349541,-2.18627604
489,10.0,0.6786130259803409,-1.90001442,-0.57181961
490,11.0,0.7202796926470075,1.90001441,0.57181961
491,11.0,0.5628074293021327,2.74889357,-2.18627603
492,10.0,0.6012689677636712,0.39269908,2.18627604
